GGS Conference Rating 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Title,Acronym,GGS Class,GGS Rating,Qualified Classes,Collected Classes,All Qualified Classes,MA-Max. Field Rating,MA-Best Rank Field Rating,MA-Best Class Field Rating,MA-All Field Ratings,MA-All Ranks Field Rating,MA-All Classes Field Rating,MA-Max. Avg. Citations,MA-Best Rank Avg. Citations,MA-Best Class Avg. Citations,MA-All Avg. Citations,MA-All Ranks Avg. Citations,MA-All Classes Avg. Citations,MA-Max. Num. of Papers,MA-Max. Citations,MA-All Num. of Papers,MA-All Citations,LiveSHINE-Max. H-Index,LiveSHINE-Best Rank H-Index,LiveSHINE-Best Class H-Index,LiveSHINE-All H-Indexes,LiveSHINE-All Ranks H-Index,LiveSHINE-All Classes H-Index,LiveSHINE-Max. Avg. Citations,LiveSHINE-Best Rank Avg. Citations,LiveSHINE-Best Class Avg. Citations,LiveSHINE-All Avg. Citations,LiveSHINE-All Ranks Avg. Citations,LiveSHINE-All Classes Avg. Citations,LiveSHINE-Max. Num. of Papers,LiveSHINE-Max. Citations,LiveSHINE-All Num. of Papers,LiveSHINE-All Citations,CORE-Best Class,CORE-All Classes,Num. of Input Records
2234,INTERNATIONAL WORKSHOP ALGORITHMIC FOUNDATIONS ROBOTICS,WAFR,3,B-,"CORE:C, LiveSHINE:B, MA:B-","B, B-, C","CORE:[C], LiveSHINE:[B|A-], MA:[C|A]",32,963,C,32,963,C,"21,74",270,A,"21,74",270,A,190,4131,190,4131,25,536,B,25,536,B,"16,24",262,A-,"16,24",262,A-,119,1933,119,1933,C,C,3
2235,INTERNATIONAL CONFERENCE ON ARITHMETIC OF FINITE FIELDS,WAIFI,Work in Progress,Work in Progress,"CORE:C, MA:C","C, C","CORE:[C], MA:[C|C]",20,1779,C,20,1779,C,"8,75",888,C,"8,75",888,C,143,1251,143,1251,,,,,,,,,,,,,,,,,C,C,2
2236,INTERATIONAL CONFERENCE ON WEB AGE INFORMATION MANAGEMENT,WAIM,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|D], MA:[C|D]",34,876,C,34,876,C,"4,38",1551,D,"4,38",1551,D,1707,7480,1707,7480,21,667,C,21,667,C,"4,04",871,D,"4,04",871,D,666,2693,666,2693,,,2
2237,INTERNATIONAL CONFERENCE AND WORKSHOPS ON ALGORITHMS AND COMPUTATION,WALCOM,Work in Progress,Work in Progress,CORE:B,B,CORE:[B],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,1
2238,WIRELESS AND MICROWAVE TECHNOLOGY CONFERENCE,WAMICON,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],23,1503,C,23,1503,C,"4,88",1461,D,"4,88",1461,D,779,3802,779,3802,,,,,,,,,,,,,,,,,,,1
2239,WORKSHOP ON APPROXIMATION AND ONLINE ALGORITHMS,WAOA,Work in Progress,Work in Progress,"CORE:B, LiveSHINE:C, MA:C","B, C, C","CORE:[B], LiveSHINE:[C|C], MA:[C|C]",25,1356,C,25,1356,C,"8,25",943,C,"8,25",943,C,394,3252,394,3252,21,667,C,21,667,C,"7,34",622,C,"7,34",622,C,238,1747,238,1747,B,B,3
2240,INTERNATIONAL CONFERENCE ON WIRELESS ALGORITHMS SYSTEMS AND APPLICATIONS,WASA,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|D], MA:[C|D]",25,1356,C,25,1356,C,"4,15",1598,D,"4,15",1598,D,926,3846,926,3846,19,725,C,19,725,C,"3,58",903,D,"3,58",903,D,525,1879,525,1879,,,2
2241,IEEE WORKSHOP ON APPLICATIONS OF SIGNAL PROCESSING TO AUDIO AND ACOUSTICS,WASPAA,3,B,"LiveSHINE:B, MA:B","B, B","LiveSHINE:[B|B-], MA:[B|B]",56,388,B,56,388,B,"14,55",477,B,"14,55",477,B,1086,15802,1086,15802,33,368,B,33,368,B,"10,27",443,B-,"10,27",443,B-,519,5332,519,5332,,,2
2242,WORKSHOP ON ALGORITHMS AND MODELS FOR THE WEB GRAPH,WAW,Work in Progress,Work in Progress,"CORE:C, MA:C","C, C","CORE:[C], MA:[C|B]",29,1098,C,29,1098,C,"15,93",420,B,"15,93",420,B,198,3155,198,3155,,,,,,,,,,,,,,,,,C,C,2
2243,WEB BASED COMMUNITIES,WBC,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],26,1289,C,26,1289,C,"6,77",1126,D,"6,77",1126,D,483,3268,483,3268,,,,,,,,,,,,,,,,,,,1
2244,WORKSHOP ON BIOMEDICAL IMAGE REGISTRATION,WBIR,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],21,1676,C,21,1676,C,"8,84",878,C,"8,84",878,C,193,1706,193,1706,,,,,,,,,,,,,,,,,,,1
2245,WORKSHOP ON COMPUTER ARCHITECTURE EDUCATION,WCAE,Work in Progress,Work in Progress,CORE:NC,NC,CORE:[NC],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC,NC,1
2246,WORLD CONGRESS ON COMPUTATIONAL INTELLIGENCE,WCCI,Work in Progress,Work in Progress,"LiveSHINE:C, MA:B","B, C","LiveSHINE:[C|B-], MA:[B|B]",64,303,B,64,303,B,"12,66",578,B,"12,66",578,B,2123,26882,2123,26882,16,826,C,16,826,C,"11,71",383,B-,"11,71",383,B-,62,726,62,726,,,2
2247,WORLD CONGRESS ON ENGINEERING,WCE,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],23,1503,C,23,1503,C,"3,16",1773,D,"3,16",1773,D,1531,4836,1531,4836,,,,,,,,,,,,,,,,,,,1
2248,WORST-CASE EXECUTION TIME ANALYSIS,WCET,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A],27,1230,C,27,1230,C,"20,3",311,A,"20,3",311,A,162,3289,162,3289,,,,,,,,,,,,,,,,,,,1
2249,WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION,WCICA,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],38,749,C,38,749,C,"2,59",1863,D,"2,59",1863,D,11668,30203,11668,30203,,,,,,,,,,,,,,,,,,,1
2250,IEEE WIRELESS AND COMMUNICATIONS AND NETWORKING CONFERENCE,WCNC,2,A-,"CORE:B, LiveSHINE:A-, MA:A","A, A-, B","CORE:[B], LiveSHINE:[A|C], MA:[A|B-]",112,104,A,112,104,A,"10,8",700,B-,"10,8",700,B-,11194,120950,11194,120950,67,94,A,67,94,A,"8,53",544,C,"8,53",544,C,5243,44732,5243,44732,B,B,3
2251,WORKSHOP ON COMPUTATIONAL OPTIMIZATION,WCO,Work in Progress,Work in Progress,CORE:C,C,CORE:[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,1
2252,IEEE WORLD CONFERENCE ON PHOTOVOLTAIC ENERGY CONFERENCE,WCPEC,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],31,1006,C,31,1006,C,"8,78",887,C,"8,78",887,C,654,5742,654,5742,,,,,,,,,,,,,,,,,,,1
2253,WORKSHOP ON CYBER-PHYSICAL SYSTEMS,WCPS,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],19,1873,C,19,1873,C,"9,65",805,C,"9,65",805,C,110,1062,110,1062,,,,,,,,,,,,,,,,,,,1
2254,IEEE WORKING CONFERENCE ON REVERSE ENGINEERING,WCRE,2,A-,"LiveSHINE:A-, MA:A-","A-, A-","LiveSHINE:[B|A], MA:[B|A++]",68,274,B,68,274,B,"29,14",167,A++,"29,14",167,A++,809,23577,809,23577,41,256,B,41,256,B,18,226,A,18,226,A,429,7724,429,7724,,,2
2255,INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATIONS AND SIGNAL PROCESSING,WCSP,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],31,1006,C,31,1006,C,"2,87",1820,D,"2,87",1820,D,4765,13691,4765,13691,,,,,,,,,,,,,,,,,,,1
2256,IFIP WIRELESS DAYS,WD,Work in Progress,Work in Progress,"CORE:C, LiveSHINE:C, MA:C","C, C, C","CORE:[C], LiveSHINE:[C|D], MA:[C|C]",27,1230,C,27,1230,C,"7,76",1006,C,"7,76",1006,C,620,4811,620,4811,21,667,C,21,667,C,"6,15",712,D,"6,15",712,D,515,3166,515,3166,C,C,3
2257,INTERNATIONAL WORKSHOP ON DISTRIBUTED ALGORITHMS,WDAG,Work in Progress,Work in Progress,MA:C,C,MA:[C|B],33,918,C,33,918,C,"15,98",417,B,"15,98",417,B,275,4394,275,4394,,,,,,,,,,,,,,,,,,,1
2258,INTERNATIONAL WORKSHOP ON EFFICIENT ALGORITHMS,WEA,Work in Progress,Work in Progress,LiveSHINE:B,B,LiveSHINE:[B|A-],,,,,,,,,,,,,,,,,38,296,B,38,296,B,"17,47",237,A-,"17,47",237,A-,388,6780,388,6780,,,1
2259,INTERNATIONAL CONFERENCE ON 3D WEB TECHNOLOGY,WEB3D,Work in Progress,Work in Progress,"LiveSHINE:B, MA:C","B, C","LiveSHINE:[B|B-], MA:[C|B]",34,876,C,34,876,C,"12,53",584,B,"12,53",584,B,394,4936,394,4936,25,536,B,25,536,B,"11,71",384,B-,"11,71",384,B-,284,3325,284,3325,,,2
2260,INTERNATIONAL WORKSHOP ON THE WEB AND DATABASES,WEBDB,3,B,"CORE:NC, LiveSHINE:B, MA:A-","A-, B, NC","CORE:[NC], LiveSHINE:[B|B], MA:[B|A++]",45,564,B,45,564,B,"32,12",138,A++,"32,12",138,A++,258,8288,258,8288,26,511,B,26,511,B,"15,28",281,B,"15,28",281,B,138,2108,138,2108,NC,NC,3
2261,INTERNATIONAL CONFERENCE ON WEB INFORMATION SYSTEMS AND TECHNOLOGIES,WEBIST,Work in Progress,Work in Progress,"CORE:C, LiveSHINE:C, MA:C","C, C, C","CORE:[C], LiveSHINE:[C|D], MA:[C|D]",22,1595,C,22,1595,C,"2,46",1879,D,"2,46",1879,D,1875,4605,1875,4605,17,800,C,17,800,C,"2,43",964,D,"2,43",964,D,1003,2440,1003,2440,C,C,3
2262,WEB MINING AND WEB USAGE ANALYSIS,WEBKDD,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A],19,1873,C,19,1873,C,"21,89",267,A,"21,89",267,A,45,985,45,985,,,,,,,,,,,,,,,,,,,1
2263,BRAZILIAN SYMPOSIUM ON MULTIMEDIA AND THE WEB,WEBMEDIA,Work in Progress,Work in Progress,LiveSHINE:C,C,LiveSHINE:[C|D],,,,,,,,,,,,,,,,,16,826,C,16,826,C,"3,25",920,D,"3,25",920,D,692,2252,692,2252,,,1
2264,WORLD CONFERENCE ON WWW AND INTERNET,WEBNET,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],19,1873,C,19,1873,C,"1,88",1952,D,"1,88",1952,D,906,1707,906,1707,,,,,,,,,,,,,,,,,,,1
2265,WEB SCIENCE,WEBSCI,Work in Progress,Work in Progress,MA:A++,A++,MA:[A++|A++],199,29,A++,199,29,A++,"37,19",104,A++,"37,19",104,A++,7722,287144,7722,287144,,,,,,,,,,,,,,,,,,,1
2266,INTERNATIONAL WORKSHOP ON ADVANCED ISSUES OF E-COMMERCE AND WEB-BASED INFORMATION SYSTEMS. WECWIS,WECWIS,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A-],23,1503,C,23,1503,C,"16,79",395,A-,"16,79",395,A-,95,1595,95,1595,,,,,,,,,,,,,,,,,,,1
2267,"IEEE WORKSHOP ON ELECTRICAL MACHINES DESIGN, CONTROL AND DIAGNOSIS",WEMDCD,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],19,1873,C,19,1873,C,"5,5",1349,D,"5,5",1349,D,200,1099,200,1099,,,,,,,,,,,,,,,,,,,1
2268,WORKSHOP DE ENGENHARIA DE REQUISITOS,WER,Work in Progress,Work in Progress,LiveSHINE:B-,B-,LiveSHINE:[C|A++],,,,,,,,,,,,,,,,,17,800,C,17,800,C,"55,87",32,A++,"55,87",32,A++,193,10782,193,10782,,,1
2269,IEEE INTERNATIONAL WORKSHOPS ON ENABLING TECHNOLOGIES: INFRASTRUCTURE FOR COLLABORATIVE ENTERPRISES,WETICE,3,B-,"CORE:C, LiveSHINE:B, MA:B","B, B, C","CORE:[C], LiveSHINE:[B|B-], MA:[B|C]",48,493,B,48,493,B,"8,46",916,C,"8,46",916,C,1724,14585,1724,14585,29,448,B,29,448,B,"11,86",380,B-,"11,86",380,B-,837,9930,837,9930,C,C,3
2270,INTERNATIONAL WORKSHOP ON FACTORY COMMUNICATION SYSTEMS,WFCS,Work in Progress,Work in Progress,MA:C,C,MA:[C|B-],37,778,C,37,778,C,"11,32",665,B-,"11,32",665,B-,530,6000,530,6000,,,,,,,,,,,,,,,,,,,1
2271,INTERNATIONAL WORKSHOP ON FUNCTIONAL AND (CONSTRAINT) LOGIC PROGRAMMING,WFLP,Work in Progress,Work in Progress,CORE:C,C,CORE:[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,1
2272,INTERNATIONAL WORKSHOP ON GRAPH-THEORETIC CONCEPTS IN COMPUTER SCIENCE,WG,3,B,"CORE:A, LiveSHINE:B, MA:B","A, B, B","CORE:[A], LiveSHINE:[B|C], MA:[B|C]",47,513,B,47,513,B,"9,75",793,C,"9,75",793,C,1336,13027,1336,13027,27,491,B,27,491,B,"9,65",476,C,"9,65",476,C,328,3164,328,3164,A,A,3
2273,WORLD HAPTICS CONFERENCE,WHC,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],30,1053,C,30,1053,C,"8,12",958,C,"8,12",958,C,561,4558,561,4558,,,,,,,,,,,,,,,,,,,1
2274,WORKSHOP ON HYPERSPECTRAL IMAGE AND SIGNAL PROCESSING: EVOLUTION IN REMOTE SENSING,WHISPERS,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],21,1676,C,21,1676,C,"3,34",1728,D,"3,34",1728,D,1296,4334,1296,4334,,,,,,,,,,,,,,,,,,,1
2275,WORKSHOP ON HUMAN MOTION,WHM,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A++],22,1595,C,22,1595,C,"31,79",143,A++,"31,79",143,A++,47,1494,47,1494,,,,,,,,,,,,,,,,,,,1
2276,WORKSHOP ON IMAGE ANALYSIS FOR MULTIMEDIA INTERACTIVE SERVICES,WIAMIS,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],23,1503,C,23,1503,C,"5,98",1278,D,"5,98",1278,D,594,3553,594,3553,,,,,,,,,,,,,,,,,,,1
2277,"INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATIONS, NETWORKING AND MOBILE COMPUTING",WICOM,Work in Progress,Work in Progress,MA:B-,B-,MA:[B-|D],43,613,B-,43,613,B-,"2,97",1806,D,"2,97",1806,D,9359,27784,9359,27784,,,,,,,,,,,,,,,,,,,1
2278,INTERNATIONAL CONFERENCE ON WIRELESS INTERNET,WICON,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|C], MA:[C|C]",28,1170,C,28,1170,C,"7,2",1065,C,"7,2",1065,C,476,3426,476,3426,20,700,C,20,700,C,"7,4",618,C,"7,4",618,C,194,1436,194,1436,,,2
2279,WORKING IEEE/IFIP CONFERENCE ON SOFTWARE ARCHITECTURE,WICSA,Not Rated,Not Rated (discontinued event),LiveSHINE:B,B,LiveSHINE:[B|B],,,,,,,,,,,,,,,,,32,379,B,32,379,B,"12,61",357,B,"12,61",357,B,352,4440,352,4440,,,1
2280,WORLD CONGRESS ON INFORMATION AND COMMUNICATION TECHNOLOGIES,WICT,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],22,1595,C,22,1595,C,"5,05",1428,D,"5,05",1428,D,632,3191,632,3191,,,,,,,,,,,,,,,,,,,1
2281,WEB INFORMATION AND DATA MANAGEMENT,WIDM,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A+],38,749,C,38,749,C,"23,35",236,A+,"23,35",236,A+,229,5348,229,5348,,,,,,,,,,,,,,,,,,,1
2282,INTERNATIONAL WORKSHOP ON INFORMATION FORENSICS AND SECURITY,WIFS,Work in Progress,Work in Progress,MA:C,C,MA:[C|B],38,749,C,38,749,C,"15,24",449,B,"15,24",449,B,434,6616,434,6616,,,,,,,,,,,,,,,,,,,1
2283,INTERNATIONAL WORKSHOP ON FUZZY LOGIC AND APPLICATIONS,WILF,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],21,1676,C,21,1676,C,"5,94",1285,D,"5,94",1285,D,347,2061,347,2061,,,,,,,,,,,,,,,,,,,1
2284,"IEEE INTERNATIONAL CONFERENCE ON WIRELESS AND MOBILE COMPUTING, NETWORKING AND COMMUNICATIONS",WIMOB,3,B,"CORE:B, LiveSHINE:B, MA:B-","B, B, B-","CORE:[B], LiveSHINE:[B|C], MA:[B-|C]",43,613,B-,43,613,B-,"8,4",924,C,"8,4",924,C,1673,14053,1673,14053,41,256,B,41,256,B,"8,77",531,C,"8,77",531,C,1165,10220,1165,10220,B,B,3
2285,"WEB INTELLIGENCE, MINING AND SEMANTICS",WIMS,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],22,1595,C,22,1595,C,"6,03",1271,D,"6,03",1271,D,456,2749,456,2749,,,,,,,,,,,,,,,,,,,1
2286,INTERNATIONAL CONFERENCE ON WIRELESS NETWORKS AND MOBILE COMMUNICATIONS,WINCOM,Work in Progress,Work in Progress,CORE:NC,NC,CORE:[NC],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC,NC,1
2287,WORKSHOP ON INTERNET AND NETWORK ECONOMICS,WINE,Work in Progress,Work in Progress,MA:B-,B-,MA:[B-|B],43,613,B-,43,613,B-,"12,4",595,B,"12,4",595,B,802,9948,802,9948,,,,,,,,,,,,,,,,,,,1
2288,"WORKSHOP ON WIRELESS NETWORK TESTBEDS, EXPERIMENTAL EVALUATION & CHARACTERIZATION",WINTECH,Work in Progress,Work in Progress,MA:C,C,MA:[C|B-],24,1428,C,24,1428,C,"10,04",757,B-,"10,04",757,B-,254,2551,254,2551,,,,,,,,,,,,,,,,,,,1
2289,INTERNATIONAL SYMPOSIUM ON MODELING AND OPTIMIZATION IN MOBILE AD HOC AND WIRELESS NETWORKS,WIOPT,3,B,"CORE:B, LiveSHINE:B, MA:B","B, B, B","CORE:[B], LiveSHINE:[B|C], MA:[B|C]",48,493,B,48,493,B,"9,85",776,C,"9,85",776,C,1415,13937,1415,13937,33,368,B,33,368,B,"7,87",587,C,"7,87",587,C,685,5394,685,5394,B,B,3
2290,IEEE WORKSHOP ON WIDE BANDGAP POWER DEVICES AND APPLICATIONS,WIPDA,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],23,1503,C,23,1503,C,"4,83",1469,D,"4,83",1469,D,517,2498,517,2498,,,,,,,,,,,,,,,,,,,1
2291,WORKSHOP IN PRIMARY AND SECONDARY COMPUTING EDUCATION,WIPSCE,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],19,1873,C,19,1873,C,"5,35",1371,D,"5,35",1371,D,262,1401,262,1401,,,,,,,,,,,,,,,,,,,1
2292,"INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATION, VEHICULAR TECHNOLOGY, INFORMATION THEORY AND AEROSPACE & ELECTRONIC SYSTEMS TECHNOLOGY",WIRELESS VITAE,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],22,1595,C,22,1595,C,"9,56",813,C,"9,56",813,C,301,2877,301,2877,,,,,,,,,,,,,,,,,,,1
2293,INTERNATIONAL WORKSHOP ON INFORMATION SECURITY APPLICATIONS,WISA,Work in Progress,Work in Progress,"CORE:NC, MA:C","C, NC","CORE:[NC], MA:[C|D]",37,778,C,37,778,C,"6,26",1218,D,"6,26",1218,D,1565,9793,1565,9793,,,,,,,,,,,,,,,,,NC,NC,2
2294,INTERNATIONAL CONFERENCE ON WEB INFORMATION SYSTEMS ENGINEERING,WISE,3,B,"CORE:B, LiveSHINE:B, MA:B","B, B, B","CORE:[B], LiveSHINE:[B|B-], MA:[B|B]",61,335,B,61,335,B,"12,44",591,B,"12,44",591,B,1882,23411,1882,23411,34,347,B,34,347,B,"10,26",444,B-,"10,26",444,B-,714,7327,714,7327,B,B,3
2295,WIRELESS NETWORK SECURITY,WISEC,2,A-,"LiveSHINE:A-, MA:A-","A-, A-","LiveSHINE:[B|A++], MA:[B|A]",50,460,B,50,460,B,"20,67",299,A,"20,67",299,A,456,9425,456,9425,41,256,B,41,256,B,"27,72",110,A++,"27,72",110,A++,203,5628,203,5628,,,2
2296,INTERNATIONAL CONFERENCE INFORMATION SECURITY THEORY AND PRACTICE,WISTP,Work in Progress,Work in Progress,"CORE:C, MA:C","C, C","CORE:[C], MA:[C|C]",24,1428,C,24,1428,C,"9,37",829,C,"9,37",829,C,217,2034,217,2034,,,,,,,,,,,,,,,,,C,C,2
2297,WIRELESS MOBILE APPLICATIONS AND SERVICES ON WLAN HOTSPOTS,WMASH,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A+],20,1779,C,20,1779,C,"23,29",238,A+,"23,29",238,A+,62,1444,62,1444,,,,,,,,,,,,,,,,,,,1
2298,INTERNATIONAL WORKSHOP ON MOBILE COMMERCE,WMC,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A],24,1428,C,24,1428,C,"21,94",264,A,"21,94",264,A,86,1887,86,1887,,,,,,,,,,,,,,,,,,,1
2299,JOINT IFIP WIRELESS AND MOBILE NETWORKING CONFERENCE,WMNC,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],21,1676,C,21,1676,C,"6,53",1158,D,"6,53",1158,D,280,1829,280,1829,,,,,,,,,,,,,,,,,,,1
2300,ACM WORKSHOP ON MULTIMEDIA AND SECURITY,WMS,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A+],41,654,C,41,654,C,"24,62",222,A+,"24,62",222,A+,284,6993,284,6993,,,,,,,,,,,,,,,,,,,1
2301,"WORLD MULTI-CONFERENCE ON SYSTEMICS, CYBERNETICS AND INFORMATICS",WMSCI,Work in Progress,Work in Progress,CORE:NC,NC,CORE:[NC],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC,NC,1
2302,IEEE INTERNATIONAL WORKSHOP ON WIRELESS AND MOBILE TECHNOLOGIES IN EDUCATION,WMTE,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A++],37,778,C,37,778,C,"34,57",120,A++,"34,57",120,A++,136,4702,136,4702,,,,,,,,,,,,,,,,,,,1
2303,"WIRELESS, MOBILE AND UBIQUITOUS TECHNOLOGIES IN EDUCATION",WMUTE,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],20,1779,C,20,1779,C,"8,62",902,C,"8,62",902,C,165,1423,165,1423,,,,,,,,,,,,,,,,,,,1
2304,ANNUAL WIRELESS AND OPTICAL COMMUNICATIONS CONFERENCE,WOCC,Work in Progress,Work in Progress,"LiveSHINE:B, MA:C","B, C","LiveSHINE:[B|D], MA:[C|D]",21,1676,C,21,1676,C,"2,97",1803,D,"2,97",1803,D,895,2662,895,2662,31,405,B,31,405,B,"5,31",772,D,"5,31",772,D,1270,6746,1270,6746,,,2
2305,IFIP INTERNATIONAL CONFERENCE ON WIRELESS AND OPTICAL COMMUNICATIONS NETWORKS,WOCN,Work in Progress,Work in Progress,"LiveSHINE:B, MA:C","B, C","LiveSHINE:[B|D], MA:[C|D]",29,1098,C,29,1098,C,"5,2",1396,D,"5,2",1396,D,1026,5339,1026,5339,27,491,B,27,491,B,"5,86",733,D,"5,86",733,D,804,4708,804,4708,,,2
2306,INTERNATIONAL WORKSHOP ON DYNAMIC ANALYSIS,WODA,Work in Progress,Work in Progress,MA:C,C,MA:[C|B],19,1873,C,19,1873,C,"14,9",463,B,"14,9",463,B,89,1326,89,1326,,,,,,,,,,,,,,,,,,,1
2307,"WORKSHOP ON LOGIC, LANGUAGE, INFORMATION AND COMPUTATION",WOLLIC,Work in Progress,Work in Progress,"CORE:B, LiveSHINE:C, MA:C","B, C, C","CORE:[B], LiveSHINE:[C|D], MA:[C|D]",22,1595,C,22,1595,C,"6,03",1273,D,"6,03",1273,D,357,2151,357,2151,18,758,C,18,758,C,"6,08",715,D,"6,08",715,D,209,1271,209,1271,B,B,3
2308,INTERNATIONAL CONFERENCE ON WIRELESS ON DEMAND NETWORK SYSTEMS AND SERVICE,WONS,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|B-], MA:[C|B]",39,706,C,39,706,C,"14,47",480,B,"14,47",480,B,446,6454,446,6454,21,667,C,21,667,C,"10,83",415,B-,"10,83",415,B-,187,2026,187,2026,,,2
2309,WORKSHOP ON OBJECT-ORIENTED TECHNOLOGY,WOOT,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A-],19,1873,C,19,1873,C,"17,67",368,A-,"17,67",368,A-,263,4647,263,4647,,,,,,,,,,,,,,,,,,,1
2310,IEEE INTERNATIONAL WORKSHOP ON OBJECT-ORIENTED REAL-TIME DEPENDABLE SYSTEMS,WORDS,Work in Progress,Work in Progress,"LiveSHINE:B-, MA:C","B-, C","LiveSHINE:[C|A++], MA:[C|C]",27,1230,C,27,1230,C,"8,9",872,C,"8,9",872,C,381,3392,381,3392,16,826,C,16,826,C,"43,11",56,A++,"43,11",56,A++,126,5432,126,5432,,,2
2311,WORKFLOWS IN SUPPORT OF LARGE-SCALE SCIENCE,WORKS,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],23,1503,C,23,1503,C,"2,36",1888,D,"2,36",1888,D,907,2145,907,2145,,,,,,,,,,,,,,,,,,,1
2312,WORLD CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES,WORLDCIST,Work in Progress,Work in Progress,"CORE:C, MA:C","C, C","CORE:[C], MA:[C|D]",19,1873,C,19,1873,C,"2,12",1930,D,"2,12",1930,D,1581,3352,1581,3352,,,,,,,,,,,,,,,,,C,C,2
2313,"WORLD CONGRESS IN COMPUTER SCIENCE, COMPUTER ENGINEERING, AND APPLIED COMPUTING",WORLDCOMP,Work in Progress,Work in Progress,CORE:NC,NC,CORE:[NC],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC,NC,1
2314,ACM WORKSHOP ON RECURRING MALCODE,WORM,Not Rated,Not Rated (discontinued event),"LiveSHINE:A, MA:B-","A, B-","LiveSHINE:[A|B], MA:[C|A++]",25,1356,C,25,1356,C,"83,3",17,A++,"83,3",17,A++,33,2749,33,2749,58,129,A,58,129,A,"12,39",363,B,"12,39",363,B,1274,15780,1274,15780,,,2
2315,WORKSHOP ON ONLINE SOCIAL NETWORKS,WOSN,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A++],33,918,C,33,918,C,"96,63",9,A++,"96,63",9,A++,59,5701,59,5701,,,,,,,,,,,,,,,,,,,1
2316,WORKSHOP ON SOFTWARE AND PERFORMANCE,WOSP,Work in Progress,Work in Progress,MA:B,B,MA:[B-|A++],43,613,B-,43,613,B-,"25,74",211,A++,"25,74",211,A++,275,7079,275,7079,,,,,,,,,,,,,,,,,,,1
2317,WORKSHOP ON SELF-HEALING SYSTEMS,WOSS,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A++],22,1595,C,22,1595,C,"42,73",77,A++,"42,73",77,A++,45,1923,45,1923,,,,,,,,,,,,,,,,,,,1
2318,"IEEE INTERNATIONAL SYMPOSIUM ON A WORLD OF WIRELESS, MOBILE AND MULTIMEDIA NETWORKS",WOWMOM,3,B-,"CORE:B, LiveSHINE:C, MA:B","B, B, C","CORE:[B], LiveSHINE:[C|D], MA:[B|B]",63,313,B,63,313,B,"12,74",572,B,"12,74",572,B,1754,22345,1754,22345,21,667,C,21,667,C,"5,69",745,D,"5,69",745,D,543,3090,543,3090,B,B,3
